id,cluster,entropy,turbulence,transitions
73,type 3,0.42211694589383,4.1457880955608,2
74,type 1,0.21695679408822,3.16220118545164,2
75,type 1,0.270736167232985,3.33750089880782,2
76,type 3,0.350328974383813,3.70968898075413,2
77,type 1,0.162488237864537,3,2
78,type 1,0.21695679408822,3.16220118545164,2
79,type 1,0.21695679408822,3.16220118545164,2
80,type 1,0.21695679408822,3.16220118545164,2
81,type 1,0.242746981237189,4,3
82,type 1,0.270736167232985,3.33750089880782,2
83,type 3,0.298009650268171,3.5032381032867,2
84,type 1,0.181432261960644,2.44214272944144,1
85,type 1,0.21695679408822,3.16220118545164,2
86,type 4,0,1,0
87,type 1,0.270736167232985,3.33750089880782,2
88,type 1,0.162488237864537,3,2
89,type 1,0.162488237864537,3,2
90,type 1,0.298009650268171,3.5032381032867,2
91,type 1,0.21695679408822,3.16220118545164,2
92,type 1,0.0815649357620124,2,1
93,type 1,0.0815649357620124,2,1
94,type 1,0.136698050715568,2.21266088331867,1
95,type 4,0,1,0
96,type 4,0,1,0
97,type 1,0.270736167232985,3.33750089880782,2
98,type 1,0.219155792935046,2.69131448189349,1
99,type 1,0.270736167232985,3.33750089880782,2
100,type 3,0.376119161532783,4.45414766068238,3
101,type 3,0.392175003703145,4.46970247487723,3
102,type 3,0.356650471575569,3.71937153415147,2
103,type 3,0.350328974383813,3.70968898075413,2
104,type 1,0.0815649357620124,2,1
105,type 1,0.350328974383813,3.70968898075413,2
106,type 1,0.0815649357620124,2,1
107,type 1,0.0815649357620124,2,1
108,type 1,0.136698050715568,2.21266088331867,1
109,type 1,0.136698050715568,2.21266088331867,1
110,type 4,0,1,0
111,type 4,0,1,0
112,type 4,0,1,0
113,type 1,0.162488237864537,3,2
114,type 1,0.162488237864537,3,2
115,type 4,0,1,0
116,type 1,0.0815649357620124,2,1
117,type 3,0.483027986867953,4.96927348436774,3
118,type 1,0.314065492438533,3.52006272592806,2
119,type 3,0.570368462392231,5.43493705671655,3
120,type 1,0.21695679408822,3.16220118545164,2
121,type 1,0.0815649357620124,2,1
122,type 4,0,1,0
123,type 3,0.314065492438533,3.52006272592806,2
124,type 1,0.136698050715568,2.21266088331867,1
125,type 1,0.0815649357620124,2,1
126,type 1,0.21695679408822,3.16220118545164,2
127,type 1,0.181432261960644,2.44214272944144,1
128,type 1,0.136698050715568,2.21266088331867,1
129,type 1,0.181432261960644,2.44214272944144,1
130,type 1,0.136698050715568,2.21266088331867,1
131,type 1,0.0815649357620124,2,1
132,type 1,0.0815649357620124,2,1
133,type 1,0.136698050715568,2.21266088331867,1
134,type 2,0.531155668506185,5.45795722398584,2
135,type 1,0.162488237864537,3,2
136,type 3,0.251462998580061,2.96384033670458,1
137,type 1,0.162488237864537,3,2
138,type 1,0.314065492438533,3.52006272592806,2
139,type 1,0.270736167232985,3.33750089880782,2
140,type 1,0.136698050715568,2.21266088331867,1
